Admitidos.Desligados,Competкncia.Declarada,Municнpio,Ano.Declarado,CBO.2002.Ocupaзгo,CNAE.1.0.Classe,CNAE.2.0.Classe,CNAE.2.0.Subclas,Faixa.Empr.Inнcio.Jan,Grau.Instruзгo,Qtd.Hora.Contrat,IBGE.Subsetor,Idade,Ind.Aprendiz,Ind.Portador.Defic,Raзa.Cor,Salбrio.Mensal,Saldo.Mov,Sexo,Tempo.Emprego,Tipo.Estab,Tipo.Defic,Tipo.Mov.Desagregado,UF,Bairros.SP,Bairros.Fortaleza,Bairros.RJ,Distritos.SP,Regiхes.Adm.DF,Mesorregiгo,Microrregiгo,Regiгo.Adm.RJ,Regiгo.Adm.SP,Regiгo.Corede,Regiгo.Corede.04,Regiгo.Gov.SP,Regiгo.Senac.PR,Regiгo.Senai.PR,Regiгo.Senai.SP,Sub.Regiгo.Senai.PR,Ind.Trab.Parcial,Ind.Trab.Intermitente
1,200808,330455,2008,251110,92525,91023,9102301,4,9,44,21,25,0,0,8,3576,1,2,0,1,0,2,33,0,0,1430,0,0,3306,33018,7,999,{с cla,99,999,99,{с cla,999,99,,
1,200808,351518,2008,251110,73202,72207,7220700,2,9,44,21,17,0,0,2,500,1,2,0,1,0,25,35,9999,0,0,9999,0,3507,35030,{с c,4,{с cla,99,20,99,{с cla,30,99,,
1,200808,351518,2008,251110,73202,72207,7220700,2,9,44,21,25,0,0,2,500,1,2,0,1,0,25,35,9999,0,0,9999,0,3507,35030,{с c,4,{с cla,99,20,99,{с cla,30,99,,
1,200808,351518,2008,251110,73202,72207,7220700,2,9,44,21,19,0,0,2,500,1,2,0,1,0,25,35,9999,0,0,9999,0,3507,35030,{с c,4,{с cla,99,20,99,{с cla,30,99,,
1,200808,351518,2008,251110,73202,72207,7220700,2,9,44,21,27,0,0,2,1200,1,1,0,1,0,25,35,9999,0,0,9999,0,3507,35030,{с c,4,{с cla,99,20,99,{с cla,30,99,,
1,200808,351518,2008,251110,73202,72207,7220700,2,9,44,21,37,0,0,2,1200,1,1,0,1,0,25,35,9999,0,0,9999,0,3507,35030,{с c,4,{с cla,99,20,99,{с cla,30,99,,
1,200808,351518,2008,251110,73202,72207,7220700,2,9,44,21,24,0,0,2,500,1,1,0,1,0,25,35,9999,0,0,9999,0,3507,35030,{с c,4,{с cla,99,20,99,{с cla,30,99,,
1,200808,351518,2008,251110,73202,72207,7220700,2,9,44,21,18,0,0,2,500,1,2,0,1,0,25,35,9999,0,0,9999,0,3507,35030,{с c,4,{с cla,99,20,99,{с cla,30,99,,
2,200808,351518,2008,251110,73202,72207,7220700,2,9,44,21,29,0,0,2,2200,-1,1,5,1,0,43,35,9999,0,0,9999,0,3507,35030,{с c,4,{с cla,99,20,99,{с cla,30,99,,
2,200808,351518,2008,251110,73202,72207,7220700,2,9,44,21,28,0,0,2,2200,-1,1,5,1,0,43,35,9999,0,0,9999,0,3507,35030,{с c,4,{с cla,99,20,99,{с cla,30,99,,
2,200808,351518,2008,251110,73202,72207,7220700,2,9,44,21,23,0,0,2,1200,-1,1,5,1,0,43,35,9999,0,0,9999,0,3507,35030,{с c,4,{с cla,99,20,99,{с cla,30,99,,
2,200808,351518,2008,251110,73202,72207,7220700,2,9,44,21,29,0,0,2,750,-1,1,1,1,0,43,35,9999,0,0,9999,0,3507,35030,{с c,4,{с cla,99,20,99,{с cla,30,99,,
2,200808,351518,2008,251110,73202,72207,7220700,2,9,44,21,28,0,0,2,2200,-1,1,5,1,0,43,35,9999,0,0,9999,0,3507,35030,{с c,4,{с cla,99,20,99,{с cla,30,99,,
2,200808,351518,2008,251110,73202,72207,7220700,2,9,44,21,19,0,0,2,500,-1,1,2,1,0,43,35,9999,0,0,9999,0,3507,35030,{с c,4,{с cla,99,20,99,{с cla,30,99,,
2,200808,351518,2008,251110,73202,72207,7220700,2,9,44,21,24,0,0,2,750,-1,2,3,1,0,43,35,9999,0,0,9999,0,3507,35030,{с c,4,{с cla,99,20,99,{с cla,30,99,,
2,200808,431490,2008,251110,45225,42111,4211101,4,9,44,15,25,0,0,2,2227,-1,1,9,1,0,4,43,0,0,0,0,0,4305,43026,{с c,999,11,12,999,99,{с cla,999,99,,
2,200808,431490,2008,251110,45225,42111,4211101,4,9,44,15,25,0,0,2,796,-1,1,9,1,0,4,43,0,0,0,0,0,4305,43026,{с c,999,11,12,999,99,{с cla,999,99,,
1,200808,430700,2008,251110,73202,72207,7220700,1,9,40,21,26,0,0,2,456,1,2,0,1,0,2,43,0,0,0,0,0,4301,43004,{с c,999,14,16,999,99,{с cla,999,99,,
2,200808,530010,2008,251110,45217,41204,4120400,6,9,44,15,25,0,0,8,902,-1,1,5,1,0,4,53,0,0,0,0,1,5301,53001,{с c,999,{с cla,99,999,99,{с cla,999,99,,
1,200809,120040,2008,251110,75116,84116,8411600,9,9,40,24,34,0,0,2,1414,1,1,0,1,0,1,12,0,0,0,0,0,1202,12004,{с c,999,{с cla,99,999,99,{с cla,999,99,,
1,200809,120040,2008,251110,75116,84116,8411600,9,9,40,24,26,0,0,2,1414,1,1,0,1,0,1,12,0,0,0,0,0,1202,12004,{с c,999,{с cla,99,999,99,{с cla,999,99,,
1,200809,120040,2008,251110,75116,84116,8411600,9,9,40,24,25,0,0,2,1414,1,1,0,1,0,1,12,0,0,0,0,0,1202,12004,{с c,999,{с cla,99,999,99,{с cla,999,99,,
1,200809,120040,2008,251110,75116,84116,8411600,9,9,40,24,25,0,0,2,1414,1,1,0,1,0,1,12,0,0,0,0,0,1202,12004,{с c,999,{с cla,99,999,99,{с cla,999,99,,
1,200809,120040,2008,251110,75116,84116,8411600,9,9,40,24,28,0,0,2,1414,1,1,0,1,0,1,12,0,0,0,0,0,1202,12004,{с c,999,{с cla,99,999,99,{с cla,999,99,,
1,200809,120040,2008,251110,75116,84116,8411600,9,9,40,24,26,0,0,2,1414,1,2,0,1,0,1,12,0,0,0,0,0,1202,12004,{с c,999,{с cla,99,999,99,{с cla,999,99,,
1,200809,120040,2008,251110,75116,84116,8411600,9,9,40,24,24,0,0,2,1414,1,1,0,1,0,1,12,0,0,0,0,0,1202,12004,{с c,999,{с cla,99,999,99,{с cla,999,99,,
1,200809,120040,2008,251110,75116,84116,8411600,9,9,40,24,31,0,0,2,1414,1,1,0,1,0,1,12,0,0,0,0,0,1202,12004,{с c,999,{с cla,99,999,99,{с cla,999,99,,
1,200809,120040,2008,251110,75116,84116,8411600,9,9,40,24,32,0,0,2,1414,1,1,0,1,0,1,12,0,0,0,0,0,1202,12004,{с c,999,{с cla,99,999,99,{с cla,999,99,,
1,200809,120040,2008,251110,75116,84116,8411600,9,9,40,24,48,0,0,2,1414,1,1,0,1,0,1,12,0,0,0,0,0,1202,12004,{с c,999,{с cla,99,999,99,{с cla,999,99,,
2,200809,240140,2008,251110,23400,19314,1931400,9,9,44,13,29,0,0,2,2772,-1,1,36,1,0,4,24,0,0,0,0,0,2404,24019,{с c,999,{с cla,99,999,99,{с cla,999,99,,
1,200809,310620,2008,251110,74993,74901,7490199,4,9,40,19,47,0,0,2,3150,1,1,0,1,0,2,31,0,0,0,0,0,3107,31030,{с c,999,{с cla,99,999,99,{с cla,999,99,,
1,200809,320530,2008,251110,74209,71120,7112000,3,9,16,19,33,0,0,8,600,1,1,0,1,0,2,32,0,0,0,0,0,3203,32009,{с c,999,{с cla,99,999,99,{с cla,999,99,,
1,200809,320530,2008,251110,74209,71120,7112000,3,9,16,19,65,0,0,8,1200,1,1,0,1,0,2,32,0,0,0,0,0,3203,32009,{с c,999,{с cla,99,999,99,{с cla,999,99,,
1,200809,330455,2008,251110,92525,91023,9102301,4,9,44,21,29,0,0,2,3576,1,1,0,1,0,2,33,0,0,1430,0,0,3306,33018,7,999,{с cla,99,999,99,{с cla,999,99,,
1,200809,330455,2008,251110,60267,49302,4930202,9,9,44,20,32,0,0,2,1400,1,1,0,1,0,2,33,0,0,1330,0,0,3306,33018,10,999,{с cla,99,999,99,{с cla,999,99,,
2,200809,353060,2008,251110,60267,49302,4930202,9,9,44,20,52,0,0,2,10335,-1,1,71,1,0,4,35,9999,0,0,9999,0,3515,35062,{с c,13,{с cla,99,1,99,{с cla,29,99,,
2,200810,292530,2008,251110,91995,94308,9430800,4,9,44,21,28,0,0,8,2298,-1,1,17,1,0,4,29,0,0,0,0,0,2907,29032,{с c,999,{с cla,99,999,99,{с cla,999,99,,
1,200810,313130,2008,251110,24732,20631,2063100,5,9,44,10,31,0,0,8,879,1,1,0,1,0,2,31,0,0,0,0,0,3108,31039,{с c,999,{с cla,99,999,99,{с cla,999,99,,
1,200810,330350,2008,251110,92525,91023,9102301,1,9,44,21,47,0,0,8,1700,1,1,0,1,0,2,33,0,0,9999,0,0,3306,33018,99,999,{с cla,99,999,99,{с cla,999,99,,
1,200810,330350,2008,251110,92525,91023,9102301,1,9,44,21,41,0,0,2,1500,1,1,0,1,0,2,33,0,0,9999,0,0,3306,33018,99,999,{с cla,99,999,99,{с cla,999,99,,
1,200810,330455,2008,251110,92525,91023,9102301,4,9,44,21,28,0,0,8,2371,1,2,0,1,0,2,33,0,0,1000,0,0,3306,33018,7,999,{с cla,99,999,99,{с cla,999,99,,
1,200810,355030,2008,251110,74160,70204,7020400,1,9,44,19,26,0,0,8,600,1,1,0,1,0,2,35,39,0,0,12,0,3515,35061,{с c,13,{с cla,99,1,99,{с cla,46,99,,
1,200810,410180,2008,251110,74209,71120,7112000,7,9,44,19,43,0,0,2,7290,1,1,0,1,0,2,41,0,0,0,0,0,4110,41037,{с c,999,{с cla,99,999,7,2,999,1,,
1,200810,410180,2008,251110,74209,71120,7112000,7,9,44,19,44,0,0,2,3530,1,2,0,1,0,2,41,0,0,0,0,0,4110,41037,{с c,999,{с cla,99,999,7,2,999,1,,
2,200810,520870,2008,251110,73105,72100,7210000,6,9,40,21,34,0,0,2,2500,-1,2,11,1,0,4,52,0,0,0,0,0,5203,52010,{с c,999,{с cla,99,999,99,{с cla,999,99,,
1,200810,520450,2008,251110,45217,41204,4120400,1,9,44,15,30,0,0,2,1650,1,1,0,1,0,2,52,0,0,0,0,0,5205,52015,{с c,999,{с cla,99,999,99,{с cla,999,99,,
1,200811,292530,2008,251110,91995,94308,9430800,4,9,44,21,23,0,0,8,1238,1,1,0,1,0,2,29,0,0,0,0,0,2907,29032,{с c,999,{с cla,99,999,99,{с cla,999,99,,
1,200811,310620,2008,251110,74500,78302,7830200,6,9,44,19,52,0,0,2,3000,1,1,0,1,0,2,31,0,0,0,0,0,3107,31030,{с c,999,{с cla,99,999,99,{с cla,999,99,,
2,200811,330455,2008,251110,74403,73122,7312200,4,9,44,19,37,0,0,8,1211,-1,2,39,1,0,4,33,0,0,400,0,0,3306,33018,5,999,{с cla,99,999,99,{с cla,999,99,,
2,200811,330455,2008,251110,70327,68218,6821802,3,9,44,19,48,0,0,2,1908,-1,1,8,1,0,4,33,0,0,140,0,0,3306,33018,24,999,{с cla,99,999,99,{с cla,999,99,,
1,200811,330350,2008,251110,92525,91023,9102301,1,9,44,21,35,0,0,8,1660,1,1,0,1,0,2,33,0,0,9999,0,0,3306,33018,99,999,{с cla,99,999,99,{с cla,999,99,,
1,200811,330350,2008,251110,92525,91023,9102301,1,9,44,21,25,0,0,8,830,1,1,0,1,0,2,33,0,0,9999,0,0,3306,33018,99,999,{с cla,99,999,99,{с cla,999,99,,
1,200811,330350,2008,251110,92525,91023,9102301,1,9,44,21,43,0,0,2,1245,1,1,0,1,0,2,33,0,0,9999,0,0,3306,33018,99,999,{с cla,99,999,99,{с cla,999,99,,
2,200811,351518,2008,251110,73202,72207,7220700,2,9,44,21,27,0,0,2,650,-1,1,2,1,0,43,35,9999,0,0,9999,0,3507,35030,{с c,4,{с cla,99,20,99,{с cla,30,99,,
2,200811,351518,2008,251110,73202,72207,7220700,2,9,44,21,25,0,0,2,1200,-1,2,0,1,0,43,35,9999,0,0,9999,0,3507,35030,{с c,4,{с cla,99,20,99,{с cla,30,99,,
2,200811,351518,2008,251110,73202,72207,7220700,2,9,44,21,23,0,0,2,750,-1,1,2,1,0,43,35,9999,0,0,9999,0,3507,35030,{с c,4,{с cla,99,20,99,{с cla,30,99,,
1,200811,355030,2008,251110,74160,70204,7020400,1,9,44,19,22,0,0,8,600,1,2,0,1,0,1,35,39,0,0,12,0,3515,35061,{с c,13,{с cla,99,1,99,{с cla,46,99,,
1,200811,355030,2008,251110,74160,70204,7020400,1,9,44,19,22,0,0,2,600,1,2,0,1,0,1,35,39,0,0,12,0,3515,35061,{с c,13,{с cla,99,1,99,{с cla,46,99,,
1,200811,355030,2008,251110,74160,70204,7020400,1,9,44,19,27,0,0,8,600,1,1,0,1,0,1,35,39,0,0,12,0,3515,35061,{с c,13,{с cla,99,1,99,{с cla,46,99,,
1,200811,355030,2008,251110,74160,70204,7020400,1,9,44,19,27,0,0,2,600,1,1,0,1,0,2,35,39,0,0,12,0,3515,35061,{с c,13,{с cla,99,1,99,{с cla,46,99,,
1,200811,355030,2008,251110,74160,70204,7020400,1,9,44,19,28,0,0,2,600,1,1,0,1,0,2,35,39,0,0,12,0,3515,35061,{с c,13,{с cla,99,1,99,{с cla,46,99,,
1,200811,355030,2008,251110,74160,70204,7020400,1,9,44,19,40,0,0,2,1000,1,1,0,1,0,2,35,39,0,0,12,0,3515,35061,{с c,13,{с cla,99,1,99,{с cla,46,99,,
1,200811,355030,2008,251110,74160,70204,7020400,1,9,44,19,29,0,0,6,600,1,1,0,1,0,2,35,39,0,0,12,0,3515,35061,{с c,13,{с cla,99,1,99,{с cla,46,99,,
1,200811,355030,2008,251110,74160,70204,7020400,1,9,44,19,31,0,0,2,600,1,2,0,1,0,2,35,39,0,0,12,0,3515,35061,{с c,13,{с cla,99,1,99,{с cla,46,99,,
2,200811,500020,2008,251110,51519,46818,4681805,2,9,44,17,18,0,0,8,452,-1,2,7,1,0,6,50,0,0,0,0,0,5003,50007,{с c,999,{с cla,99,999,99,{с cla,999,99,,
1,200811,520110,2008,251110,24511,21106,2110600,4,9,44,10,26,0,0,2,1800,1,1,0,1,0,2,52,0,0,0,0,0,5203,52007,{с c,999,{с cla,99,999,99,{с cla,999,99,,
2,200811,520450,2008,251110,45217,41204,4120400,1,9,44,15,30,0,0,2,1650,-1,1,1,1,0,6,52,0,0,0,0,0,5205,52015,{с c,999,{с cla,99,999,99,{с cla,999,99,,
1,200812,314800,2008,251110,74209,71197,7119704,4,9,44,19,27,0,0,2,830,1,1,0,1,0,1,31,0,0,0,0,0,3105,31020,{с c,999,{с cla,99,999,99,{с cla,999,99,,
2,200812,330455,2008,251110,92525,91023,9102301,4,9,44,21,28,0,0,8,2664,-1,1,11,1,0,4,33,0,0,1000,0,0,3306,33018,7,999,{с cla,99,999,99,{с cla,999,99,,
2,200812,330455,2008,251110,92525,91023,9102301,4,9,44,21,27,0,0,8,3576,-1,1,7,1,0,4,33,0,0,1000,0,0,3306,33018,7,999,{с cla,99,999,99,{с cla,999,99,,
2,200812,330455,2008,251110,92525,91023,9102301,4,9,44,21,47,0,0,8,6457,-1,2,7,1,0,4,33,0,0,1000,0,0,3306,33018,7,999,{с cla,99,999,99,{с cla,999,99,,
2,200812,330455,2008,251110,92525,91023,9102301,4,9,44,21,38,0,0,8,2664,-1,2,11,1,0,4,33,0,0,1000,0,0,3306,33018,7,999,{с cla,99,999,99,{с cla,999,99,,
2,200812,330455,2008,251110,92525,91023,9102301,4,9,44,21,40,0,0,8,2664,-1,1,11,1,0,4,33,0,0,1000,0,0,3306,33018,7,999,{с cla,99,999,99,{с cla,999,99,,
2,200812,330455,2008,251110,92525,91023,9102301,4,9,44,21,28,0,0,8,2371,-1,2,2,1,0,4,33,0,0,1000,0,0,3306,33018,7,999,{с cla,99,999,99,{с cla,999,99,,
2,200812,330455,2008,251110,92525,91023,9102301,4,9,44,21,33,0,0,2,3576,-1,2,7,1,0,6,33,0,0,1000,0,0,3306,33018,7,999,{с cla,99,999,99,{с cla,999,99,,
1,200812,351518,2008,251110,73202,72207,7220700,2,9,44,21,37,0,0,2,1200,1,1,0,1,0,2,35,9999,0,0,9999,0,3507,35030,{с c,4,{с cla,99,20,99,{с cla,30,99,,
2,200812,351518,2008,251110,73202,72207,7220700,2,9,44,21,30,0,0,2,1200,-1,1,5,1,0,43,35,9999,0,0,9999,0,3507,35030,{с c,4,{с cla,99,20,99,{с cla,30,99,,
2,200812,351518,2008,251110,73202,72207,7220700,2,9,44,21,32,0,0,2,1200,-1,2,3,1,0,43,35,9999,0,0,9999,0,3507,35030,{с c,4,{с cla,99,20,99,{с cla,30,99,,
2,200812,351518,2008,251110,73202,72207,7220700,2,9,44,21,37,0,0,2,1200,-1,1,4,1,0,43,35,9999,0,0,9999,0,3507,35030,{с c,4,{с cla,99,20,99,{с cla,30,99,,
2,200812,355030,2008,251110,74160,70204,7020400,1,9,44,19,27,0,0,8,600,-1,1,2,1,0,11,35,39,0,0,12,0,3515,35061,{с c,13,{с cla,99,1,99,{с cla,46,99,,
2,200812,520140,2008,251110,90000,38211,3821100,1,9,44,14,43,0,0,8,1575,-1,2,14,1,0,4,52,0,0,0,0,0,5203,52010,{с c,999,{с cla,99,999,99,{с cla,999,99,,
2,200901,310620,2009,251110,74500,78302,7830200,8,9,44,19,52,0,0,2,3000,-1,1,2,1,0,11,31,0,0,0,0,0,3107,31030,{с,999,{с,99,999,99,{с,999,99,,
1,200901,330455,2009,251110,52329,47814,4781400,4,9,44,16,26,0,0,2,2500,1,2,0,1,0,2,33,0,0,370,0,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
2,200901,330455,2009,251110,60267,49302,4930202,9,9,44,20,32,0,0,2,1400,-1,1,4,1,0,6,33,0,0,1330,0,0,3306,33018,10,999,{с,99,999,99,{с,999,99,,
1,200901,355030,2009,251110,74160,70204,7020400,2,9,44,19,30,0,0,2,600,1,2,0,1,0,2,35,39,0,0,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,200901,355030,2009,251110,74160,70204,7020400,2,9,44,19,27,0,0,8,600,-1,1,2,1,0,11,35,39,0,0,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,200901,355030,2009,251110,74160,70204,7020400,2,9,44,19,29,0,0,6,600,-1,1,2,1,0,11,35,39,0,0,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,200901,355030,2009,251110,74160,70204,7020400,2,9,44,19,28,0,0,2,600,-1,1,2,1,0,11,35,39,0,0,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,200901,410660,2009,251110,52450,47512,4751200,1,9,44,16,45,0,0,2,1750,1,2,0,1,0,2,41,0,0,0,0,0,4101,41002,{с,999,{с,99,999,20,4,999,10,,
2,200902,280030,2009,251110,74160,85503,8550302,6,9,24,19,30,0,0,8,500,-1,1,6,1,0,11,28,0,0,0,0,0,2803,28011,{с,999,{с,99,999,99,{с,999,99,,
1,200902,330045,2009,251110,91995,94308,9430800,4,9,44,21,28,0,0,8,1245,1,1,0,1,0,2,33,0,0,9999,0,0,3306,33018,99,999,{с,99,999,99,{с,999,99,,
1,200902,330045,2009,251110,91995,94308,9430800,4,9,44,21,28,0,0,8,1660,1,1,0,1,0,2,33,0,0,9999,0,0,3306,33018,99,999,{с,99,999,99,{с,999,99,,
1,200902,330045,2009,251110,91995,94308,9430800,4,9,44,21,40,0,0,8,1660,1,1,0,1,0,2,33,0,0,9999,0,0,3306,33018,99,999,{с,99,999,99,{с,999,99,,
1,200902,330045,2009,251110,91995,94308,9430800,4,9,44,21,31,0,0,8,1660,1,2,0,1,0,2,33,0,0,9999,0,0,3306,33018,99,999,{с,99,999,99,{с,999,99,,
2,200902,330455,2009,251110,92525,91023,9102301,4,9,44,21,30,0,0,2,3715,-1,1,5,1,0,6,33,0,0,1000,0,0,3306,33018,7,999,{с,99,999,99,{с,999,99,,
1,200902,330455,2009,251110,60267,49302,4930202,9,9,44,20,35,0,0,8,1400,1,1,0,1,0,2,33,0,0,1330,0,0,3306,33018,10,999,{с,99,999,99,{с,999,99,,
2,200902,355030,2009,251110,74160,70204,7020400,2,9,44,19,22,0,0,8,600,-1,2,3,1,0,11,35,39,0,0,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,200902,355030,2009,251110,74160,70204,7020400,2,9,44,19,31,0,0,2,600,-1,2,3,1,0,11,35,39,0,0,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,200902,355030,2009,251110,74160,70204,7020400,2,9,44,19,30,0,0,2,600,-1,2,1,1,0,11,35,39,0,0,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,200902,530010,2009,251110,52426,47890,4789008,1,9,44,16,19,0,0,8,570,1,1,0,1,0,2,53,0,0,0,0,6,5301,53001,{с,999,{с,99,999,99,{с,999,99,,
1,200903,292530,2009,251110,91995,94308,9430800,4,9,44,21,30,0,0,8,2597,1,1,0,1,0,2,29,0,0,0,0,0,2907,29032,{с,999,{с,99,999,99,{с,999,99,,
2,200903,330455,2009,251110,52329,47814,4781400,4,9,44,16,26,0,0,2,2500,-1,2,2,1,0,6,33,0,0,370,0,0,3306,33018,2,999,{с,99,999,99,{с,999,99,,
1,200903,330045,2009,251110,91995,94308,9430800,4,9,44,21,29,0,0,8,1245,1,1,0,1,0,2,33,0,0,9999,0,0,3306,33018,99,999,{с,99,999,99,{с,999,99,,
1,200903,330045,2009,251110,91995,94308,9430800,4,9,44,21,28,0,0,8,1660,1,1,0,1,0,2,33,0,0,9999,0,0,3306,33018,99,999,{с,99,999,99,{с,999,99,,
1,200903,330455,2009,251110,92525,91023,9102301,4,9,44,21,45,0,0,2,5804,1,2,0,1,0,2,33,0,0,1000,0,0,3306,33018,7,999,{с,99,999,99,{с,999,99,,
1,200903,351300,2009,251110,73202,72207,7220700,2,9,40,21,33,0,0,2,1480,1,1,0,1,0,2,35,9999,0,0,9999,0,3515,35060,{с,13,{с,99,1,99,{с,31,99,,
1,200904,291920,2009,251110,74209,71120,7112000,6,9,42,19,41,0,0,9,2800,1,1,0,1,0,2,29,0,0,0,0,0,2905,29021,{с,999,{с,99,999,99,{с,999,99,,
2,200904,330455,2009,251110,74403,73122,7312200,5,9,44,19,37,0,0,2,1748,-1,2,18,1,0,4,33,0,0,400,0,0,3306,33018,5,999,{с,99,999,99,{с,999,99,,
1,200904,355030,2009,251110,74128,69206,6920601,6,9,44,19,38,0,0,2,7600,1,2,0,1,0,2,35,1074,0,0,92,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,200904,355030,2009,251110,74160,70204,7020400,2,9,44,19,27,0,0,2,600,1,2,0,1,0,1,35,39,0,0,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,200904,355030,2009,251110,74160,70204,7020400,2,9,44,19,23,0,0,2,600,1,1,0,1,0,1,35,39,0,0,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,200904,355030,2009,251110,74160,70204,7020400,2,9,44,19,29,0,0,8,600,1,1,0,1,0,2,35,39,0,0,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,200904,355030,2009,251110,74160,70204,7020400,2,9,44,19,35,0,0,8,600,1,1,0,1,0,2,35,39,0,0,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,200904,355030,2009,251110,74160,70204,7020400,2,9,44,19,49,0,0,2,600,1,1,0,1,0,2,35,39,0,0,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,200904,350570,2009,251110,74993,82113,8211300,4,9,44,19,49,0,0,2,4000,1,1,0,1,0,2,35,9999,0,0,9999,0,3515,35057,{с,13,{с,99,1,99,{с,20,99,,
1,200905,292530,2009,251110,91995,94308,9430800,4,9,44,21,27,0,0,8,1260,1,1,0,1,0,2,29,0,0,0,0,0,2907,29032,{с,999,{с,99,999,99,{с,999,99,,
1,200905,292530,2009,251110,91995,94308,9430800,4,9,44,21,35,0,0,8,2573,1,1,0,1,0,2,29,0,0,0,0,0,2907,29032,{с,999,{с,99,999,99,{с,999,99,,
1,200905,310620,2009,251110,50105,45111,4511101,6,9,44,16,29,0,0,2,1500,1,1,0,1,0,2,31,0,0,0,0,0,3107,31030,{с,999,{с,99,999,99,{с,999,99,,
1,200905,330455,2009,251110,92320,90019,9001906,3,9,44,21,25,0,0,2,1800,1,1,0,1,0,2,33,0,0,630,0,0,3306,33018,6,999,{с,99,999,99,{с,999,99,,
2,200905,355030,2009,251110,74160,70204,7020400,2,9,44,19,27,0,0,2,600,-1,2,1,1,0,4,35,39,0,0,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,200905,355030,2009,251110,74160,70204,7020400,2,9,44,19,25,0,0,8,600,-1,1,1,1,0,4,35,39,0,0,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,200905,355030,2009,251110,74160,70204,7020400,2,9,44,19,23,0,0,2,600,-1,1,1,1,0,4,35,39,0,0,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,200905,355030,2009,251110,74160,70204,7020400,2,9,44,19,29,0,0,8,600,-1,1,1,1,0,4,35,39,0,0,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,200905,355030,2009,251110,74160,70204,7020400,2,9,44,19,49,0,0,2,600,-1,1,1,1,0,4,35,39,0,0,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,200905,355030,2009,251110,74160,70204,7020400,2,9,44,19,23,0,0,2,600,-1,2,6,1,0,4,35,39,0,0,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,200905,355030,2009,251110,74160,70204,7020400,2,9,44,19,36,0,0,8,600,-1,1,1,1,0,4,35,39,0,0,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,200905,355030,2009,251110,74160,70204,7020400,2,9,44,19,40,0,0,2,1000,-1,1,6,1,0,4,35,39,0,0,12,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
2,200905,355030,2009,251110,29157,28151,2815102,4,9,44,4,30,0,0,2,1545,-1,1,12,1,0,4,35,1605,0,0,41,0,3515,35061,{с,13,{с,99,1,99,{с,46,99,,
1,200906,261110,2009,251110,74705,81214,8121400,5,9,44,21,24,0,0,8,3800,1,1,0,1,0,1,26,0,0,0,0,0,2602,26005,{с,999,{с,99,999,99,{с,999,99,,
1,200906,261110,2009,251110,74705,81214,8121400,5,9,44,21,22,0,0,8,3800,1,2,0,1,0,2,26,0,0,0,0,0,2602,26005,{с,999,{с,99,999,99,{с,999,99,,
1,200906,261110,2009,251110,74705,81214,8121400,5,9,44,21,40,0,0,8,3800,1,1,0,1,0,2,26,0,0,0,0,0,2602,26005,{с,999,{с,99,999,99,{с,999,99,,
1,200906,313670,2009,251110,73202,72207,7220700,1,9,44,21,21,0,0,2,1400,1,1,0,3,0,2,31,0,0,0,0,0,3112,31065,{с,999,{с,99,999,99,{с,999,99,,
1,200906,313670,2009,251110,73202,72207,7220700,1,9,44,21,39,0,0,2,2800,1,2,0,3,0,2,31,0,0,0,0,0,3112,31065,{с,999,{с,99,999,99,{с,999,99,,
2,200906,320530,2009,251110,74209,71120,7112000,5,9,44,19,31,0,0,8,2200,-1,1,4,1,0,4,32,0,0,0,0,0,3203,32009,{с,999,{с,99,999,99,{с,999,99,,
1,200906,330455,2009,251110,92525,91023,9102301,4,9,44,21,32,0,0,8,3732,1,2,0,1,0,2,33,0,0,1000,0,0,3306,33018,7,999,{с,99,999,99,{с,999,99,,
2,200906,330455,2009,251110,92525,91023,9102301,4,9,44,21,27,0,0,8,2563,-1,2,17,1,0,4,33,0,0,1000,0,0,3306,33018,7,999,{с,99,999,99,{с,999,99,,
